Year,Quarter,Month,Product,Region,Sales_Amount
2022,Q2,Month-12,Tablet,UK,45811
2022,Q2,Month-12,Tablet,Germany,37208
2022,Q2,Month-12,Tablet,France,21150
2022,Q2,Month-12,Tablet,Japan,6644
2022,Q2,Month-12,Headphones,USA,44286
2022,Q2,Month-12,Headphones,UK,48320
2022,Q2,Month-12,Headphones,Germany,3914
2022,Q2,Month-12,Headphones,France,22352
2022,Q2,Month-12,Headphones,Japan,47352
2022,Q2,Month-12,Smartwatch,USA,45912
2022,Q2,Month-12,Smartwatch,UK,15397
2022,Q2,Month-12,Smartwatch,Germany,42555
2022,Q2,Month-12,Smartwatch,France,47959
2022,Q2,Month-12,Smartwatch,Japan,1728
2022,Q3,Month-1,Laptop,USA,1698
2022,Q3,Month-1,Laptop,UK,40954
2022,Q3,Month-1,Laptop,Germany,48280
2022,Q3,Month-1,Laptop,France,14923
2022,Q3,Month-1,Laptop,Japan,17779
2022,Q3,Month-1,Smartphone,USA,8400
2022,Q3,Month-1,Smartphone,UK,25466
2022,Q3,Month-1,Smartphone,Germany,37939
2022,Q3,Month-1,Smartphone,France,5360
2022,Q3,Month-1,Smartphone,Japan,36270
2022,Q3,Month-1,Tablet,USA,18101
2022,Q3,Month-1,Tablet,UK,33307
2022,Q3,Month-1,Tablet,Germany,6486
2022,Q3,Month-1,Tablet,France,9335
2022,Q3,Month-1,Tablet,Japan,22364
2022,Q3,Month-1,Headphones,USA,38259
2022,Q3,Month-1,Headphones,UK,24576
2022,Q3,Month-1,Headphones,Germany,32667
2022,Q3,Month-1,Headphones,France,12130
2022,Q3,Month-1,Headphones,Japan,22972
2022,Q3,Month-1,Smartwatch,USA,41419
2022,Q3,Month-1,Smartwatch,UK,2167
2022,Q3,Month-1,Smartwatch,Germany,28192
2022,Q3,Month-1,Smartwatch,France,2062
2022,Q3,Month-1,Smartwatch,Japan,19540
2022,Q3,Month-2,Laptop,USA,25244
2022,Q3,Month-2,Laptop,UK,22545
2022,Q3,Month-2,Laptop,Germany,22689
2022,Q3,Month-2,Laptop,France,12174
2022,Q3,Month-2,Laptop,Japan,23925
2022,Q3,Month-2,Smartphone,USA,38497
2022,Q3,Month-2,Smartphone,UK,10348
2022,Q3,Month-2,Smartphone,Germany,24714
2022,Q3,Month-2,Smartphone,France,39102
2022,Q3,Month-2,Smartphone,Japan,9924
2022,Q3,Month-2,Tablet,USA,38098
2022,Q3,Month-2,Tablet,UK,25394
2022,Q3,Month-2,Tablet,Germany,7801
2022,Q3,Month-2,Tablet,France,38614
2022,Q3,Month-2,Tablet,Japan,7731
2022,Q3,Month-2,Headphones,USA,49136
2022,Q3,Month-2,Headphones,UK,24625
2022,Q3,Month-2,Headphones,Germany,18337
2022,Q3,Month-2,Headphones,France,36307
2022,Q3,Month-2,Headphones,Japan,8056
2022,Q3,Month-2,Smartwatch,USA,12516
2022,Q3,Month-2,Smartwatch,UK,45261
2022,Q3,Month-2,Smartwatch,Germany,2542
2022,Q3,Month-2,Smartwatch,France,22677
2022,Q3,Month-2,Smartwatch,Japan,47732
2022,Q3,Month-3,Laptop,USA,40081
2022,Q3,Month-3,Laptop,UK,28569
2022,Q3,Month-3,Laptop,Germany,24322
2022,Q3,Month-3,Laptop,France,20065
2022,Q3,Month-3,Laptop,Japan,18924
2022,Q3,Month-3,Smartphone,USA,23556
2022,Q3,Month-3,Smartphone,UK,27962
2022,Q3,Month-3,Smartphone,Germany,29295
2022,Q3,Month-3,Smartphone,France,14807
2022,Q3,Month-3,Smartphone,Japan,43348
2022,Q3,Month-3,Tablet,USA,27432
2022,Q3,Month-3,Tablet,UK,18749
2022,Q3,Month-3,Tablet,Germany,42459
2022,Q3,Month-3,Tablet,France,27256
2022,Q3,Month-3,Tablet,Japan,41262
2022,Q3,Month-3,Headphones,USA,38080
2022,Q3,Month-3,Headphones,UK,2324
2022,Q3,Month-3,Headphones,Germany,26731
2022,Q3,Month-3,Headphones,France,36909
2022,Q3,Month-3,Headphones,Japan,24803
2022,Q3,Month-3,Smartwatch,USA,20870
2022,Q3,Month-3,Smartwatch,UK,35578
2022,Q3,Month-3,Smartwatch,Germany,7588
2022,Q3,Month-3,Smartwatch,France,39069
2022,Q3,Month-3,Smartwatch,Japan,27790
2022,Q3,Month-4,Laptop,USA,26289
2022,Q3,Month-4,Laptop,UK,29178
2022,Q3,Month-4,Laptop,Germany,29710
2022,Q3,Month-4,Laptop,France,16485
2022,Q3,Month-4,Laptop,Japan,45482
2022,Q3,Month-4,Smartphone,USA,21652
2022,Q3,Month-4,Smartphone,UK,5748
2022,Q3,Month-4,Smartphone,Germany,22233
2022,Q3,Month-4,Smartphone,France,10435
2022,Q3,Month-4,Smartphone,Japan,4709
2022,Q3,Month-4,Tablet,USA,31355
2022,Q3,Month-4,Tablet,UK,14116
2022,Q3,Month-4,Tablet,Germany,26470
2022,Q3,Month-4,Tablet,France,43344
2022,Q3,Month-4,Tablet,Japan,43918
2022,Q3,Month-4,Headphones,USA,40298
2022,Q3,Month-4,Headphones,UK,43956
2022,Q3,Month-4,Headphones,Germany,15683
2022,Q3,Month-4,Headphones,France,1504
2022,Q3,Month-4,Headphones,Japan,34982
2022,Q3,Month-4,Smartwatch,USA,35299
2022,Q3,Month-4,Smartwatch,UK,29016
2022,Q3,Month-4,Smartwatch,Germany,24960
2022,Q3,Month-4,Smartwatch,France,34591
2022,Q3,Month-4,Smartwatch,Japan,18312
2022,Q3,Month-5,Laptop,USA,38797
2022,Q3,Month-5,Laptop,UK,47196
2022,Q3,Month-5,Laptop,Germany,3105
2022,Q3,Month-5,Laptop,France,37395
2022,Q3,Month-5,Laptop,Japan,46740
2022,Q3,Month-5,Smartphone,USA,23700
2022,Q3,Month-5,Smartphone,UK,35620
2022,Q3,Month-5,Smartphone,Germany,38678
2022,Q3,Month-5,Smartphone,France,21559
2022,Q3,Month-5,Smartphone,Japan,28509
2022,Q3,Month-5,Tablet,USA,28860
2022,Q3,Month-5,Tablet,UK,12003
2022,Q3,Month-5,Tablet,Germany,22732
2022,Q3,Month-5,Tablet,France,26826
2022,Q3,Month-5,Tablet,Japan,31354
2022,Q3,Month-5,Headphones,USA,14843
2022,Q3,Month-5,Headphones,UK,45472
2022,Q3,Month-5,Headphones,Germany,49529
2022,Q3,Month-5,Headphones,France,7190
2022,Q3,Month-5,Headphones,Japan,18640
2022,Q3,Month-5,Smartwatch,USA,39413
2022,Q3,Month-5,Smartwatch,UK,43356
2022,Q3,Month-5,Smartwatch,Germany,45597
2022,Q3,Month-5,Smartwatch,France,41821
2022,Q3,Month-5,Smartwatch,Japan,4330
2022,Q3,Month-6,Laptop,USA,20087
2022,Q3,Month-6,Laptop,UK,42430
2022,Q3,Month-6,Laptop,Germany,25504
2022,Q3,Month-6,Laptop,France,8114
2022,Q3,Month-6,Laptop,Japan,14323
2022,Q3,Month-6,Smartphone,USA,35121
2022,Q3,Month-6,Smartphone,UK,11975
2022,Q3,Month-6,Smartphone,Germany,12023
2022,Q3,Month-6,Smartphone,France,22447
2022,Q3,Month-6,Smartphone,Japan,25933
2022,Q3,Month-6,Tablet,USA,24959
2022,Q3,Month-6,Tablet,UK,1667
2022,Q3,Month-6,Tablet,Germany,30703
2022,Q3,Month-6,Tablet,France,10337
2022,Q3,Month-6,Tablet,Japan,47427
2022,Q3,Month-6,Headphones,USA,37487
2022,Q3,Month-6,Headphones,UK,20129
2022,Q3,Month-6,Headphones,Germany,41251
2022,Q3,Month-6,Headphones,France,32921
2022,Q3,Month-6,Headphones,Japan,34307
2022,Q3,Month-6,Smartwatch,USA,28355
2022,Q3,Month-6,Smartwatch,UK,38732
2022,Q3,Month-6,Smartwatch,Germany,5835
2022,Q3,Month-6,Smartwatch,France,21159
2022,Q3,Month-6,Smartwatch,Japan,39810
2022,Q3,Month-7,Laptop,USA,48605
2022,Q3,Month-7,Laptop,UK,41080
2022,Q3,Month-7,Laptop,Germany,39088
2022,Q3,Month-7,Laptop,France,14216
2022,Q3,Month-7,Laptop,Japan,36547
2022,Q3,Month-7,Smartphone,USA,32471
2022,Q3,Month-7,Smartphone,UK,18308
2022,Q3,Month-7,Smartphone,Germany,28532
2022,Q3,Month-7,Smartphone,France,35349
2022,Q3,Month-7,Smartphone,Japan,46445
2022,Q3,Month-7,Tablet,USA,6713
2022,Q3,Month-7,Tablet,UK,5804
2022,Q3,Month-7,Tablet,Germany,11136
2022,Q3,Month-7,Tablet,France,1009
2022,Q3,Month-7,Tablet,Japan,20255
2022,Q3,Month-7,Headphones,USA,24793
2022,Q3,Month-7,Headphones,UK,30548
2022,Q3,Month-7,Headphones,Germany,38892
2022,Q3,Month-7,Headphones,France,2015
2022,Q3,Month-7,Headphones,Japan,28712
2022,Q3,Month-7,Smartwatch,USA,35961
2022,Q3,Month-7,Smartwatch,UK,9415
2022,Q3,Month-7,Smartwatch,Germany,47318
2022,Q3,Month-7,Smartwatch,France,48280
2022,Q3,Month-7,Smartwatch,Japan,24833
2022,Q3,Month-8,Laptop,USA,5158
2022,Q3,Month-8,Laptop,UK,21309
2022,Q3,Month-8,Laptop,Germany,7970
2022,Q3,Month-8,Laptop,France,7938
2022,Q3,Month-8,Laptop,Japan,22168
2022,Q3,Month-8,Smartphone,USA,47540
2022,Q3,Month-8,Smartphone,UK,21384
2022,Q3,Month-8,Smartphone,Germany,19017
2022,Q3,Month-8,Smartphone,France,11344
2022,Q3,Month-8,Smartphone,Japan,41034
2022,Q3,Month-8,Tablet,USA,9702
2022,Q3,Month-8,Tablet,UK,1384
2022,Q3,Month-8,Tablet,Germany,1404
2022,Q3,Month-8,Tablet,France,41943
2022,Q3,Month-8,Tablet,Japan,48926
2022,Q3,Month-8,Headphones,USA,30189
2022,Q3,Month-8,Headphones,UK,13763
2022,Q3,Month-8,Headphones,Germany,19384
2022,Q3,Month-8,Headphones,France,33606
2022,Q3,Month-8,Headphones,Japan,10860
2022,Q3,Month-8,Smartwatch,USA,39757
2022,Q3,Month-8,Smartwatch,UK,16106
2022,Q3,Month-8,Smartwatch,Germany,24574
2022,Q3,Month-8,Smartwatch,France,24524
2022,Q3,Month-8,Smartwatch,Japan,4636
2022,Q3,Month-9,Laptop,USA,11916
2022,Q3,Month-9,Laptop,UK,5809
2022,Q3,Month-9,Laptop,Germany,33201
2022,Q3,Month-9,Laptop,France,14456
2022,Q3,Month-9,Laptop,Japan,49212
2022,Q3,Month-9,Smartphone,USA,39765
2022,Q3,Month-9,Smartphone,UK,35816
2022,Q3,Month-9,Smartphone,Germany,46106
2022,Q3,Month-9,Smartphone,France,18100
2022,Q3,Month-9,Smartphone,Japan,22949
2022,Q3,Month-9,Tablet,USA,5544
2022,Q3,Month-9,Tablet,UK,38744
2022,Q3,Month-9,Tablet,Germany,46543
2022,Q3,Month-9,Tablet,France,43783
2022,Q3,Month-9,Tablet,Japan,27657
2022,Q3,Month-9,Headphones,USA,37187
2022,Q3,Month-9,Headphones,UK,48198
2022,Q3,Month-9,Headphones,Germany,8239
2022,Q3,Month-9,Headphones,France,15489
2022,Q3,Month-9,Headphones,Japan,44125
2022,Q3,Month-9,Smartwatch,USA,29538
2022,Q3,Month-9,Smartwatch,UK,33049
2022,Q3,Month-9,Smartwatch,Germany,38131
2022,Q3,Month-9,Smartwatch,France,43944
2022,Q3,Month-9,Smartwatch,Japan,9427
2022,Q3,Month-10,Laptop,USA,42348
2022,Q3,Month-10,Laptop,UK,25285
2022,Q3,Month-10,Laptop,Germany,38626
2022,Q3,Month-10,Laptop,France,43808
2022,Q3,Month-10,Laptop,Japan,23928
2022,Q3,Month-10,Smartphone,USA,20198
2022,Q3,Month-10,Smartphone,UK,20758
2022,Q3,Month-10,Smartphone,Germany,16254
2022,Q3,Month-10,Smartphone,France,45238
2022,Q3,Month-10,Smartphone,Japan,2252
2022,Q3,Month-10,Tablet,USA,40764
2022,Q3,Month-10,Tablet,UK,13173
2022,Q3,Month-10,Tablet,Germany,38441
2022,Q3,Month-10,Tablet,France,27698
2022,Q3,Month-10,Tablet,Japan,16781
2022,Q3,Month-10,Headphones,USA,14051
2022,Q3,Month-10,Headphones,UK,40649
2022,Q3,Month-10,Headphones,Germany,7949
2022,Q3,Month-10,Headphones,France,43289
2022,Q3,Month-10,Headphones,Japan,9017
2022,Q3,Month-10,Smartwatch,USA,7941
2022,Q3,Month-10,Smartwatch,UK,26934
2022,Q3,Month-10,Smartwatch,Germany,24386
2022,Q3,Month-10,Smartwatch,France,11209
2022,Q3,Month-10,Smartwatch,Japan,18715
2022,Q3,Month-11,Laptop,USA,29920
2022,Q3,Month-11,Laptop,UK,32703
2022,Q3,Month-11,Laptop,Germany,43318
2022,Q3,Month-11,Laptop,France,5637
2022,Q3,Month-11,Laptop,Japan,5854
2022,Q3,Month-11,Smartphone,USA,44088
2022,Q3,Month-11,Smartphone,UK,38660
2022,Q3,Month-11,Smartphone,Germany,40811
2022,Q3,Month-11,Smartphone,France,20856
2022,Q3,Month-11,Smartphone,Japan,22833
2022,Q3,Month-11,Tablet,USA,20963
2022,Q3,Month-11,Tablet,UK,37932
2022,Q3,Month-11,Tablet,Germany,28169
2022,Q3,Month-11,Tablet,France,8941
2022,Q3,Month-11,Tablet,Japan,15388
2022,Q3,Month-11,Headphones,USA,6569
2022,Q3,Month-11,Headphones,UK,5300
2022,Q3,Month-11,Headphones,Germany,40037
2022,Q3,Month-11,Headphones,France,37586
2022,Q3,Month-11,Headphones,Japan,13015
2022,Q3,Month-11,Smartwatch,USA,46002
2022,Q3,Month-11,Smartwatch,UK,7254
2022,Q3,Month-11,Smartwatch,Germany,18144
2022,Q3,Month-11,Smartwatch,France,25214
2022,Q3,Month-11,Smartwatch,Japan,41118
2022,Q3,Month-12,Laptop,USA,16183
2022,Q3,Month-12,Laptop,UK,7238
2022,Q3,Month-12,Laptop,Germany,7090
2022,Q3,Month-12,Laptop,France,12637
2022,Q3,Month-12,Laptop,Japan,23415
2022,Q3,Month-12,Smartphone,USA,25071
2022,Q3,Month-12,Smartphone,UK,46415
2022,Q3,Month-12,Smartphone,Germany,43679
2022,Q3,Month-12,Smartphone,France,42240
2022,Q3,Month-12,Smartphone,Japan,19271
2022,Q3,Month-12,Tablet,USA,37034
2022,Q3,Month-12,Tablet,UK,34434
2022,Q3,Month-12,Tablet,Germany,5188
2022,Q3,Month-12,Tablet,France,11161
2022,Q3,Month-12,Tablet,Japan,29732
2022,Q3,Month-12,Headphones,USA,12314
2022,Q3,Month-12,Headphones,UK,24954
2022,Q3,Month-12,Headphones,Germany,22508
2022,Q3,Month-12,Headphones,France,22969
2022,Q3,Month-12,Headphones,Japan,46659
2022,Q3,Month-12,Smartwatch,USA,38545
2022,Q3,Month-12,Smartwatch,UK,37668
2022,Q3,Month-12,Smartwatch,Germany,24061
2022,Q3,Month-12,Smartwatch,France,14716
2022,Q3,Month-12,Smartwatch,Japan,40749
2022,Q4,Month-1,Laptop,USA,40144
2022,Q4,Month-1,Laptop,UK,17907
2022,Q4,Month-1,Laptop,Germany,19777
2022,Q4,Month-1,Laptop,France,28693
2022,Q4,Month-1,Laptop,Japan,43928
2022,Q4,Month-1,Smartphone,USA,27329
2022,Q4,Month-1,Smartphone,UK,47892
2022,Q4,Month-1,Smartphone,Germany,17282
2022,Q4,Month-1,Smartphone,France,24624
2022,Q4,Month-1,Smartphone,Japan,24321
2022,Q4,Month-1,Tablet,USA,11488
2022,Q4,Month-1,Tablet,UK,23574
2022,Q4,Month-1,Tablet,Germany,6240
2022,Q4,Month-1,Tablet,France,44221
2022,Q4,Month-1,Tablet,Japan,11478
2022,Q4,Month-1,Headphones,USA,46162
2022,Q4,Month-1,Headphones,UK,20262
2022,Q4,Month-1,Headphones,Germany,5432
2022,Q4,Month-1,Headphones,France,30721
2022,Q4,Month-1,Headphones,Japan,14568
2022,Q4,Month-1,Smartwatch,USA,15178
2022,Q4,Month-1,Smartwatch,UK,23195
2022,Q4,Month-1,Smartwatch,Germany,1302
2022,Q4,Month-1,Smartwatch,France,18022
2022,Q4,Month-1,Smartwatch,Japan,1055
2022,Q4,Month-2,Laptop,USA,46781
2022,Q4,Month-2,Laptop,UK,9717
2022,Q4,Month-2,Laptop,Germany,29699
2022,Q4,Month-2,Laptop,France,9150
2022,Q4,Month-2,Laptop,Japan,3125
2022,Q4,Month-2,Smartphone,USA,45247
2022,Q4,Month-2,Smartphone,UK,49513
2022,Q4,Month-2,Smartphone,Germany,17748
2022,Q4,Month-2,Smartphone,France,40577
2022,Q4,Month-2,Smartphone,Japan,5621
2022,Q4,Month-2,Tablet,USA,16034
2022,Q4,Month-2,Tablet,UK,47391
2022,Q4,Month-2,Tablet,Germany,6126
2022,Q4,Month-2,Tablet,France,6122
2022,Q4,Month-2,Tablet,Japan,19030
2022,Q4,Month-2,Headphones,USA,18302
2022,Q4,Month-2,Headphones,UK,20181
2022,Q4,Month-2,Headphones,Germany,39638
2022,Q4,Month-2,Headphones,France,2531
2022,Q4,Month-2,Headphones,Japan,41940
2022,Q4,Month-2,Smartwatch,USA,41441
2022,Q4,Month-2,Smartwatch,UK,24333
2022,Q4,Month-2,Smartwatch,Germany,40650
2022,Q4,Month-2,Smartwatch,France,35674
2022,Q4,Month-2,Smartwatch,Japan,36854
2022,Q4,Month-3,Laptop,USA,47271
2022,Q4,Month-3,Laptop,UK,9152
2022,Q4,Month-3,Laptop,Germany,39518
2022,Q4,Month-3,Laptop,France,46540
2022,Q4,Month-3,Laptop,Japan,11267
2022,Q4,Month-3,Smartphone,USA,26289
2022,Q4,Month-3,Smartphone,UK,2062
2022,Q4,Month-3,Smartphone,Germany,30926
2022,Q4,Month-3,Smartphone,France,7229
2022,Q4,Month-3,Smartphone,Japan,48915
2022,Q4,Month-3,Tablet,USA,5632
2022,Q4,Month-3,Tablet,UK,40056
2022,Q4,Month-3,Tablet,Germany,4596
2022,Q4,Month-3,Tablet,France,45243
2022,Q4,Month-3,Tablet,Japan,7168
2022,Q4,Month-3,Headphones,USA,43563
2022,Q4,Month-3,Headphones,UK,8561
2022,Q4,Month-3,Headphones,Germany,9258
2022,Q4,Month-3,Headphones,France,17616
2022,Q4,Month-3,Headphones,Japan,27734
2022,Q4,Month-3,Smartwatch,USA,7371
2022,Q4,Month-3,Smartwatch,UK,27069
2022,Q4,Month-3,Smartwatch,Germany,15369
2022,Q4,Month-3,Smartwatch,France,13910
2022,Q4,Month-3,Smartwatch,Japan,8943
2022,Q4,Month-4,Laptop,USA,13199
2022,Q4,Month-4,Laptop,UK,16728
2022,Q4,Month-4,Laptop,Germany,24275
2022,Q4,Month-4,Laptop,France,7738
2022,Q4,Month-4,Laptop,Japan,16913
2022,Q4,Month-4,Smartphone,USA,36240
2022,Q4,Month-4,Smartphone,UK,20123
2022,Q4,Month-4,Smartphone,Germany,49447
2022,Q4,Month-4,Smartphone,France,35529
2022,Q4,Month-4,Smartphone,Japan,11167
2022,Q4,Month-4,Tablet,USA,11554
2022,Q4,Month-4,Tablet,UK,18260
2022,Q4,Month-4,Tablet,Germany,48045
2022,Q4,Month-4,Tablet,France,4812
2022,Q4,Month-4,Tablet,Japan,29024
2022,Q4,Month-4,Headphones,USA,28285
2022,Q4,Month-4,Headphones,UK,27900
2022,Q4,Month-4,Headphones,Germany,2605
2022,Q4,Month-4,Headphones,France,6622
2022,Q4,Month-4,Headphones,Japan,7767
2022,Q4,Month-4,Smartwatch,USA,28139
2022,Q4,Month-4,Smartwatch,UK,12613
2022,Q4,Month-4,Smartwatch,Germany,11589
2022,Q4,Month-4,Smartwatch,France,14918
2022,Q4,Month-4,Smartwatch,Japan,21119
2022,Q4,Month-5,Laptop,USA,28446
2022,Q4,Month-5,Laptop,UK,14046
2022,Q4,Month-5,Laptop,Germany,25818
2022,Q4,Month-5,Laptop,France,36358
2022,Q4,Month-5,Laptop,Japan,5324
2022,Q4,Month-5,Smartphone,USA,11787
2022,Q4,Month-5,Smartphone,UK,10111
2022,Q4,Month-5,Smartphone,Germany,39110
2022,Q4,Month-5,Smartphone,France,17389
2022,Q4,Month-5,Smartphone,Japan,42427
2022,Q4,Month-5,Tablet,USA,15043
2022,Q4,Month-5,Tablet,UK,29746
2022,Q4,Month-5,Tablet,Germany,23350
2022,Q4,Month-5,Tablet,France,42605
2022,Q4,Month-5,Tablet,Japan,1117
2022,Q4,Month-5,Headphones,USA,47685
2022,Q4,Month-5,Headphones,UK,19935
2022,Q4,Month-5,Headphones,Germany,48077
2022,Q4,Month-5,Headphones,France,14234
2022,Q4,Month-5,Headphones,Japan,39328
2022,Q4,Month-5,Smartwatch,USA,1846
2022,Q4,Month-5,Smartwatch,UK,11954
2022,Q4,Month-5,Smartwatch,Germany,14703
2022,Q4,Month-5,Smartwatch,France,49153
2022,Q4,Month-5,Smartwatch,Japan,47514
2022,Q4,Month-6,Laptop,USA,23700
2022,Q4,Month-6,Laptop,UK,33043
2022,Q4,Month-6,Laptop,Germany,7469
2022,Q4,Month-6,Laptop,France,31105
2022,Q4,Month-6,Laptop,Japan,43101
2022,Q4,Month-6,Smartphone,USA,27386
2022,Q4,Month-6,Smartphone,UK,46587
2022,Q4,Month-6,Smartphone,Germany,37976
2022,Q4,Month-6,Smartphone,France,40051
2022,Q4,Month-6,Smartphone,Japan,3048
2022,Q4,Month-6,Tablet,USA,40001
2022,Q4,Month-6,Tablet,UK,13941
2022,Q4,Month-6,Tablet,Germany,46375
2022,Q4,Month-6,Tablet,France,43533
2022,Q4,Month-6,Tablet,Japan,2828
2022,Q4,Month-6,Headphones,USA,2917
2022,Q4,Month-6,Headphones,UK,21618
2022,Q4,Month-6,Headphones,Germany,33254
2022,Q4,Month-6,Headphones,France,40756
2022,Q4,Month-6,Headphones,Japan,48362
2022,Q4,Month-6,Smartwatch,USA,21128
2022,Q4,Month-6,Smartwatch,UK,46745
2022,Q4,Month-6,Smartwatch,Germany,1009
2022,Q4,Month-6,Smartwatch,France,17644
2022,Q4,Month-6,Smartwatch,Japan,23422
2022,Q4,Month-7,Laptop,USA,10865
2022,Q4,Month-7,Laptop,UK,3219
2022,Q4,Month-7,Laptop,Germany,40809
2022,Q4,Month-7,Laptop,France,6287
2022,Q4,Month-7,Laptop,Japan,35387
2022,Q4,Month-7,Smartphone,USA,9512
2022,Q4,Month-7,Smartphone,UK,2342
2022,Q4,Month-7,Smartphone,Germany,44336
2022,Q4,Month-7,Smartphone,France,20216
2022,Q4,Month-7,Smartphone,Japan,28534
2022,Q4,Month-7,Tablet,USA,15231
2022,Q4,Month-7,Tablet,UK,33293
2022,Q4,Month-7,Tablet,Germany,27614
2022,Q4,Month-7,Tablet,France,37258
2022,Q4,Month-7,Tablet,Japan,29253
2022,Q4,Month-7,Headphones,USA,43078
2022,Q4,Month-7,Headphones,UK,41752
2022,Q4,Month-7,Headphones,Germany,18988
2022,Q4,Month-7,Headphones,France,32037
2022,Q4,Month-7,Headphones,Japan,13219
2022,Q4,Month-7,Smartwatch,USA,1235
2022,Q4,Month-7,Smartwatch,UK,43929
2022,Q4,Month-7,Smartwatch,Germany,2908
2022,Q4,Month-7,Smartwatch,France,9567
2022,Q4,Month-7,Smartwatch,Japan,37298
2022,Q4,Month-8,Laptop,USA,6256
2022,Q4,Month-8,Laptop,UK,20019
2022,Q4,Month-8,Laptop,Germany,9162
2022,Q4,Month-8,Laptop,France,6415
2022,Q4,Month-8,Laptop,Japan,37159
2022,Q4,Month-8,Smartphone,USA,44925
2022,Q4,Month-8,Smartphone,UK,6951
2022,Q4,Month-8,Smartphone,Germany,22852
2022,Q4,Month-8,Smartphone,France,9007
2022,Q4,Month-8,Smartphone,Japan,42832
2022,Q4,Month-8,Tablet,USA,31523
2022,Q4,Month-8,Tablet,UK,24325
2022,Q4,Month-8,Tablet,Germany,22204
2022,Q4,Month-8,Tablet,France,16524
2022,Q4,Month-8,Tablet,Japan,20282
2022,Q4,Month-8,Headphones,USA,24930
2022,Q4,Month-8,Headphones,UK,1077
2022,Q4,Month-8,Headphones,Germany,41345
2022,Q4,Month-8,Headphones,France,21611
2022,Q4,Month-8,Headphones,Japan,17984
2022,Q4,Month-8,Smartwatch,USA,15060
2022,Q4,Month-8,Smartwatch,UK,18449
2022,Q4,Month-8,Smartwatch,Germany,19520
2022,Q4,Month-8,Smartwatch,France,44303
2022,Q4,Month-8,Smartwatch,Japan,10510
2022,Q4,Month-9,Laptop,USA,30287
2022,Q4,Month-9,Laptop,UK,29173
2022,Q4,Month-9,Laptop,Germany,40711
2022,Q4,Month-9,Laptop,France,12954
2022,Q4,Month-9,Laptop,Japan,8804
2022,Q4,Month-9,Smartphone,USA,7565
2022,Q4,Month-9,Smartphone,UK,6984
2022,Q4,Month-9,Smartphone,Germany,22526
2022,Q4,Month-9,Smartphone,France,38438
2022,Q4,Month-9,Smartphone,Japan,19574
2022,Q4,Month-9,Tablet,USA,10184
2022,Q4,Month-9,Tablet,UK,20096
2022,Q4,Month-9,Tablet,Germany,3192
2022,Q4,Month-9,Tablet,France,35016
2022,Q4,Month-9,Tablet,Japan,12246
2022,Q4,Month-9,Headphones,USA,46558
2022,Q4,Month-9,Headphones,UK,19381
2022,Q4,Month-9,Headphones,Germany,37455
2022,Q4,Month-9,Headphones,France,27727
2022,Q4,Month-9,Headphones,Japan,5018
2022,Q4,Month-9,Smartwatch,USA,12302
2022,Q4,Month-9,Smartwatch,UK,2970
2022,Q4,Month-9,Smartwatch,Germany,42157
2022,Q4,Month-9,Smartwatch,France,28202
2022,Q4,Month-9,Smartwatch,Japan,32110
2022,Q4,Month-10,Laptop,USA,18586
2022,Q4,Month-10,Laptop,UK,25519
2022,Q4,Month-10,Laptop,Germany,32273
2022,Q4,Month-10,Laptop,France,22951
2022,Q4,Month-10,Laptop,Japan,16374
2022,Q4,Month-10,Smartphone,USA,6788
2022,Q4,Month-10,Smartphone,UK,6408
2022,Q4,Month-10,Smartphone,Germany,26053
2022,Q4,Month-10,Smartphone,France,10446
2022,Q4,Month-10,Smartphone,Japan,1922
2022,Q4,Month-10,Tablet,USA,34187
2022,Q4,Month-10,Tablet,UK,11789
2022,Q4,Month-10,Tablet,Germany,33184
2022,Q4,Month-10,Tablet,France,2120
2022,Q4,Month-10,Tablet,Japan,45028
2022,Q4,Month-10,Headphones,USA,33154
2022,Q4,Month-10,Headphones,UK,18334
2022,Q4,Month-10,Headphones,Germany,3336
2022,Q4,Month-10,Headphones,France,39141
2022,Q4,Month-10,Headphones,Japan,3243
2022,Q4,Month-10,Smartwatch,USA,20029
2022,Q4,Month-10,Smartwatch,UK,33265
2022,Q4,Month-10,Smartwatch,Germany,38380
2022,Q4,Month-10,Smartwatch,France,47714
2022,Q4,Month-10,Smartwatch,Japan,44872
2022,Q4,Month-11,Laptop,USA,47197
2022,Q4,Month-11,Laptop,UK,24710
2022,Q4,Month-11,Laptop,Germany,30486
2022,Q4,Month-11,Laptop,France,7371
2022,Q4,Month-11,Laptop,Japan,7359
2022,Q4,Month-11,Smartphone,USA,41631
2022,Q4,Month-11,Smartphone,UK,36996
2022,Q4,Month-11,Smartphone,Germany,21103
2022,Q4,Month-11,Smartphone,France,15382
2022,Q4,Month-11,Smartphone,Japan,19755
2022,Q4,Month-11,Tablet,USA,36659
2022,Q4,Month-11,Tablet,UK,4756
2022,Q4,Month-11,Tablet,Germany,21609
2022,Q4,Month-11,Tablet,France,49538
2022,Q4,Month-11,Tablet,Japan,17478
2022,Q4,Month-11,Headphones,USA,36442
2022,Q4,Month-11,Headphones,UK,40666
2022,Q4,Month-11,Headphones,Germany,11147
2022,Q4,Month-11,Headphones,France,34561
2022,Q4,Month-11,Headphones,Japan,35884
2022,Q4,Month-11,Smartwatch,USA,6779
2022,Q4,Month-11,Smartwatch,UK,13298
2022,Q4,Month-11,Smartwatch,Germany,15153
